,node_1,node_2,start_of_interaction,end_of_interaction,duration,distance,angle
1450,fly6,fly9,2410,2453,44,,
1956,fly4,fly7,2411,2465,55,,
2279,fly7,fly4,2412,2439,28,,
461,fly3,fly5,2414,2436,23,,
1254,fly12,fly5,2414,2489,76,,
2127,fly7,fly2,2421,2502,82,,
787,fly11,fly9,2447,2626,180,,
740,fly2,fly8,2447,2470,24,,
65,fly9,fly11,2447,2465,19,,
292,fly3,fly2,2449,2488,40,,
376,fly3,fly6,2449,2533,85,,
438,fly3,fly7,2449,2474,26,,
408,fly3,fly4,2449,2559,111,,
479,fly3,fly8,2449,2551,103,,
2280,fly7,fly4,2453,2520,68,,
1636,fly6,fly4,2458,2510,53,,
1839,fly4,fly2,2460,2502,43,,
2240,fly7,fly6,2464,2520,57,,
2011,fly4,fly8,2465,2502,38,,
2092,fly7,fly3,2468,2520,53,,
834,fly11,fly2,2473,2505,33,,
1062,fly12,fly9,2475,2488,14,,
2059,fly7,fly9,2480,2520,41,,
557,fly2,fly11,2481,2497,17,,
2770,fly8,fly4,2482,2516,35,,
66,fly9,fly11,2493,2550,58,,
36,fly9,fly2,2493,2506,14,,
226,fly9,fly8,2493,2532,40,,
2311,fly7,fly5,2499,2520,22,,
1637,fly6,fly4,2512,2539,28,,
7,fly9,fly3,2517,2531,15,,
2634,fly8,fly3,2523,2551,29,,
2771,fly8,fly4,2524,2537,14,,
1470,fly6,fly3,2530,2544,15,,
2281,fly7,fly4,2531,2551,21,,
1451,fly6,fly9,2532,2548,17,,
1957,fly4,fly7,2532,2553,22,,
204,fly9,fly5,2533,2550,18,,
1809,fly4,fly3,2534,2620,87,,
1789,fly4,fly9,2534,2629,96,,
2620,fly8,fly9,2534,2557,24,,
2093,fly7,fly3,2538,2553,16,,
2772,fly8,fly4,2542,2560,19,,
1703,fly6,fly5,2543,2583,41,,
1578,fly6,fly12,2544,2567,24,,
2060,fly7,fly9,2544,2581,38,,
264,fly3,fly9,2548,2577,30,,
151,fly9,fly4,2551,2591,41,,
227,fly9,fly8,2551,2588,38,,
2312,fly7,fly5,2551,2594,44,,
741,fly2,fly8,2553,2639,87,,
1663,fly6,fly7,2554,2578,25,,
958,fly11,fly7,2556,2575,20,,
462,fly3,fly5,2556,2628,73,,
2507,fly5,fly6,2557,2583,27,,
439,fly3,fly7,2557,2586,30,,
2094,fly7,fly3,2560,2586,27,,
2651,fly8,fly2,2562,2667,106,,
1579,fly6,fly12,2570,2583,14,,
807,fly11,fly3,2575,2621,47,,
320,fly3,fly11,2575,2598,24,,
2553,fly5,fly7,2576,2594,19,,
67,fly9,fly11,2581,2644,64,,
1174,fly12,fly6,2582,2595,14,,
2200,fly7,fly12,2583,2598,16,,
2241,fly7,fly6,2586,2626,41,,
8,fly9,fly3,2587,2663,77,,
205,fly9,fly5,2592,2618,27,,
341,fly3,fly12,2593,2615,23,,
923,fly11,fly4,2594,2613,20,,
1754,fly6,fly10,2594,2608,15,,
1860,fly4,fly11,2595,2613,19,,
2366,fly7,fly10,2606,2624,19,,
3065,fly10,fly7,2613,2626,14,,
924,fly11,fly4,2615,2640,26,,
1861,fly4,fly11,2615,2765,151,,
206,fly9,fly5,2622,2637,16,,
265,fly3,fly9,2627,2640,14,,
2773,fly8,fly4,2627,2736,110,,
321,fly3,fly11,2631,2673,43,,
1810,fly4,fly3,2632,2662,31,,
409,fly3,fly4,2633,2661,29,,
2413,fly5,fly3,2634,2670,37,,
1004,fly11,fly8,2637,2668,32,,
2664,fly8,fly11,2637,2693,57,,
788,fly11,fly9,2648,2704,57,,
68,fly9,fly11,2648,2667,20,,
463,fly3,fly5,2649,2664,16,,
808,fly11,fly3,2656,2712,57,,
2448,fly5,fly11,2661,2680,20,,
742,fly2,fly8,2664,2762,99,,
2874,fly10,fly9,2667,2686,20,,
1811,fly4,fly3,2670,2752,83,,
1755,fly6,fly10,2671,2687,17,,
662,fly2,fly4,2673,2708,36,,
2652,fly8,fly2,2677,2696,20,,
990,fly11,fly5,2682,2738,57,,
491,fly3,fly10,2686,2745,60,,
2449,fly5,fly11,2693,2710,18,,
1790,fly4,fly9,2693,2732,40,,
1034,fly11,fly10,2694,2742,49,,
2604,fly5,fly10,2696,2906,211,,
2621,fly8,fly9,2700,2716,17,,
322,fly3,fly11,2702,2763,62,,
2665,fly8,fly11,2702,2744,43,,
2893,fly10,fly3,2703,2741,39,,
2875,fly10,fly9,2704,2726,23,,
2034,fly4,fly10,2705,2756,52,,
410,fly3,fly4,2726,2766,41,,
9,fly9,fly3,2727,2762,36,,
480,fly3,fly8,2732,2766,35,,
809,fly11,fly3,2734,2800,67,,
266,fly3,fly9,2737,2766,30,,
925,fly11,fly4,2739,2807,69,,
1005,fly11,fly8,2749,2768,20,,
2653,fly8,fly2,2750,2765,16,,
503,fly2,fly9,2754,2781,28,,
2012,fly4,fly8,2760,2782,23,,
323,fly3,fly11,2767,2799,33,,
3010,fly10,fly6,2780,2806,27,,
1812,fly4,fly3,2780,2816,37,,
411,fly3,fly4,2785,2816,32,,
523,fly2,fly3,2799,2861,63,,
1862,fly4,fly11,2817,2899,83,,
2828,fly8,fly5,2828,2893,66,,
3011,fly10,fly6,2836,2872,37,,
10,fly9,fly3,2839,2853,15,,
926,fly11,fly4,2843,2897,55,,
1006,fly11,fly8,2846,2869,24,,
1543,fly6,fly11,2856,2874,19,,
1304,fly1,fly9,2856,2872,17,,
2576,fly5,fly8,2857,3020,164,,
114,fly9,fly1,2858,2876,19,,
1324,fly1,fly2,2867,2973,107,,
524,fly2,fly3,2868,2895,28,,
2848,fly8,fly10,2871,2889,19,,
1007,fly11,fly8,2895,2928,34,,
2666,fly8,fly11,2895,2928,34,,
2737,fly8,fly6,2898,2920,23,,
2774,fly8,fly4,2899,2917,19,,
991,fly11,fly5,2917,3121,205,,
1719,fly6,fly8,2918,3020,103,,
2829,fly8,fly5,2924,3020,97,,
1704,fly6,fly5,2925,2956,32,,
2508,fly5,fly6,2925,3040,116,,
894,fly11,fly6,2934,3164,231,,
2849,fly8,fly10,2935,3035,101,,
2450,fly5,fly11,2940,3057,118,,
601,fly2,fly1,3004,3024,21,,
2738,fly8,fly6,3007,3020,14,,
1705,fly6,fly5,3019,3037,19,,
1756,fly6,fly10,3034,3084,51,,
1325,fly1,fly2,3050,3076,27,,
3097,fly10,fly8,3055,3074,20,,
2509,fly5,fly6,3081,3109,29,,
1326,fly1,fly2,3088,3351,264,,
1757,fly6,fly10,3110,3188,79,,
2526,fly5,fly4,3110,3288,179,,
992,fly11,fly5,3123,3195,73,,
927,fly11,fly4,3131,3169,39,,
2414,fly5,fly3,3136,3152,17,,
810,fly11,fly3,3153,3187,35,,
324,fly3,fly11,3154,3247,94,,
3012,fly10,fly6,3184,3199,16,,
811,fly11,fly3,3190,3278,89,,
2739,fly8,fly6,3201,3219,19,,
1982,fly4,fly5,3202,3228,27,,
1291,fly12,fly10,3205,3342,138,,
2740,fly8,fly6,3238,3259,22,,
2945,fly10,fly11,3246,3449,204,,
1983,fly4,fly5,3248,3282,35,,
412,fly3,fly4,3260,3283,24,,
2741,fly8,fly6,3265,3310,46,,
1813,fly4,fly3,3269,3292,24,,
1720,fly6,fly8,3278,3293,16,,
2061,fly7,fly9,3288,3312,25,,
413,fly3,fly4,3298,3322,25,,
928,fly11,fly4,3300,3331,32,,
1814,fly4,fly3,3313,3330,18,,
812,fly11,fly3,3318,3351,34,,
2062,fly7,fly9,3321,3337,17,,
3042,fly10,fly4,3327,3342,16,,
2128,fly7,fly2,3329,3345,17,,
1815,fly4,fly3,3342,3359,18,,
2510,fly5,fly6,3354,3385,32,,
2129,fly7,fly2,3360,3390,31,,
3043,fly10,fly4,3363,3383,21,,
2894,fly10,fly3,3364,3386,23,,
959,fly11,fly7,3366,3381,16,,
3066,fly10,fly7,3367,3384,18,,
1816,fly4,fly3,3367,3390,24,,
835,fly11,fly2,3369,3394,26,,
2171,fly7,fly11,3369,3387,19,,
2367,fly7,fly10,3370,3384,15,,
2909,fly10,fly2,3371,3388,18,,
2095,fly7,fly3,3384,3424,41,,
293,fly3,fly2,3385,3410,26,,
3044,fly10,fly4,3390,3456,67,,
929,fly11,fly4,3397,3443,47,,
2554,fly5,fly7,3399,3418,20,,
1035,fly11,fly10,3403,3449,47,,
2415,fly5,fly3,3423,3449,27,,
869,fly11,fly1,3424,3453,30,,
2555,fly5,fly7,3426,3443,18,,
2096,fly7,fly3,3427,3463,37,,
1664,fly6,fly7,3429,3447,19,,
1863,fly4,fly11,3433,3508,76,,
1471,fly6,fly3,3434,3450,17,,
2984,fly10,fly1,3435,3569,135,,
930,fly11,fly4,3447,3467,21,,
558,fly2,fly11,3449,3473,25,,
1909,fly4,fly1,3449,3517,69,,
440,fly3,fly7,3467,3506,40,,
3045,fly10,fly4,3467,3517,51,,
1840,fly4,fly2,3480,3586,107,,
2242,fly7,fly6,3486,3505,20,,
2946,fly10,fly11,3502,3515,14,,
870,fly11,fly1,3509,3538,30,,
1036,fly11,fly10,3513,3549,37,,
1381,fly1,fly4,3514,3572,59,,
1472,fly6,fly3,3517,3537,21,,
1910,fly4,fly1,3563,3617,55,,
1864,fly4,fly11,3574,3595,22,,
1382,fly1,fly4,3576,3595,20,,
1327,fly1,fly2,3582,3605,24,,
871,fly11,fly1,3583,3599,17,,
152,fly9,fly4,3604,3619,16,,
602,fly2,fly1,3605,3630,26,,
115,fly9,fly1,3607,3622,16,,
1841,fly4,fly2,3609,3651,43,,
1791,fly4,fly9,3613,3655,43,,
37,fly9,fly2,3613,3665,53,,
3046,fly10,fly4,3617,3646,30,,
2876,fly10,fly9,3618,3634,17,,
2910,fly10,fly2,3619,3645,27,,
2243,fly7,fly6,3630,3645,16,,
153,fly9,fly4,3634,3669,36,,
504,fly2,fly9,3635,3663,29,,
1305,fly1,fly9,3639,3669,31,,
663,fly2,fly4,3652,3699,48,,
761,fly2,fly10,3653,3699,47,,
116,fly9,fly1,3671,4116,446,,
2035,fly4,fly10,3698,3726,29,,
2911,fly10,fly2,3701,3728,28,,
441,fly3,fly7,3718,3744,27,,
2556,fly5,fly7,3728,3756,29,,
2313,fly7,fly5,3728,3743,16,,
3047,fly10,fly4,3747,3783,37,,
1080,fly12,fly3,3766,3843,78,,
1721,fly6,fly8,3781,3800,20,,
342,fly3,fly12,3790,3807,18,,
343,fly3,fly12,3842,3872,31,,
1927,fly4,fly6,3890,3935,46,,
1638,fly6,fly4,3896,3912,17,,
294,fly3,fly2,3928,3957,30,,
525,fly2,fly3,3929,3966,38,,
492,fly3,fly10,3935,3966,32,,
295,fly3,fly2,3974,3988,15,,
1328,fly1,fly2,3978,4099,122,,
1473,fly6,fly3,4021,4047,27,,
377,fly3,fly6,4021,4050,30,,
1081,fly12,fly3,4060,4075,16,,
1758,fly6,fly10,4061,4091,31,,
2063,fly7,fly9,4069,4096,28,,
762,fly2,fly10,4079,4097,19,,
3013,fly10,fly6,4083,4112,30,,
414,fly3,fly4,4090,4205,116,,
2064,fly7,fly9,4106,4126,21,,
1363,fly1,fly6,4107,4171,65,,
1759,fly6,fly10,4108,4172,65,,
763,fly2,fly10,4109,4126,18,,
1423,fly1,fly10,4113,4151,39,,
180,fly9,fly7,4119,4171,53,,
764,fly2,fly10,4137,4153,17,,
3014,fly10,fly6,4148,4173,26,,
2985,fly10,fly1,4149,4185,37,,
2667,fly8,fly11,4157,4236,80,,
1613,fly6,fly1,4174,4218,45,,
69,fly9,fly11,4189,4234,46,,
228,fly9,fly8,4198,4245,48,,
2622,fly8,fly9,4198,4240,43,,
2244,fly7,fly6,4208,4223,16,,
1424,fly1,fly10,4217,4243,27,,
2398,fly5,fly9,4256,4270,15,,
2339,fly7,fly8,4262,4295,34,,
207,fly9,fly5,4267,4327,61,,
2800,fly8,fly7,4271,4293,23,,
2986,fly10,fly1,4273,4288,16,,
2314,fly7,fly5,4296,4318,23,,
2557,fly5,fly7,4304,4321,18,,
296,fly3,fly2,4309,4342,34,,
2668,fly8,fly11,4312,4339,28,,
1008,fly11,fly8,4333,4348,16,,
1639,fly6,fly4,4347,4386,40,,
526,fly2,fly3,4352,4423,72,,
993,fly11,fly5,4353,4379,27,,
2451,fly5,fly11,4353,4379,27,,
297,fly3,fly2,4373,4389,17,,
2577,fly5,fly8,4381,4524,144,,
3067,fly10,fly7,4408,4429,22,,
2368,fly7,fly10,4408,4429,22,,
2217,fly7,fly1,4441,4485,45,,
298,fly3,fly2,4448,4505,58,,
70,fly9,fly11,4454,4507,54,,
1392,fly1,fly7,4478,4498,21,,
299,fly3,fly2,4533,4547,15,,
2578,fly5,fly8,4545,4569,25,,
527,fly2,fly3,4546,4580,35,,
300,fly3,fly2,4551,4596,46,,
1508,fly6,fly2,4570,4598,29,,
3091,fly10,fly5,4573,4960,388,,
1474,fly6,fly3,4573,4604,32,,
2579,fly5,fly8,4574,4604,31,,
378,fly3,fly6,4589,4611,23,,
2130,fly7,fly2,4595,4634,40,,
3098,fly10,fly8,4617,4644,28,,
2830,fly8,fly5,4622,4637,16,,
2245,fly7,fly6,4622,4639,18,,
2605,fly5,fly10,4626,4669,44,,
1665,fly6,fly7,4627,4641,15,,
2850,fly8,fly10,4636,4772,137,,
2097,fly7,fly3,4642,4662,21,,
690,fly2,fly7,4642,4662,21,,
2725,fly8,fly1,4648,4703,56,,
442,fly3,fly7,4652,4673,22,,
635,fly2,fly6,4668,4683,16,,
3099,fly10,fly8,4677,4911,235,,
2098,fly7,fly3,4680,4703,24,,
379,fly3,fly6,4696,4738,43,,
2831,fly8,fly5,4702,4728,27,,
2099,fly7,fly3,4708,4744,37,,
2246,fly7,fly6,4719,4732,14,,
1509,fly6,fly2,4744,4794,51,,
443,fly3,fly7,4746,4761,16,,
2247,fly7,fly6,4756,4782,27,,
380,fly3,fly6,4759,4799,41,,
2100,fly7,fly3,4762,4782,21,,
301,fly3,fly2,4783,4820,38,,
1792,fly4,fly9,4785,4899,115,,
381,fly3,fly6,4806,4843,38,,
1425,fly1,fly10,4808,4912,105,,
1414,fly1,fly8,4808,4912,105,,
1407,fly1,fly5,4808,4912,105,,
1510,fly6,fly2,4809,4830,22,,
1475,fly6,fly3,4843,4859,17,,
302,fly3,fly2,4862,4877,16,,
1511,fly6,fly2,4872,4902,31,,
1614,fly6,fly1,4882,4938,57,,
154,fly9,fly4,4898,4912,15,,
2580,fly5,fly8,4904,4972,69,,
303,fly3,fly2,4906,4920,15,,
960,fly11,fly7,4913,4929,17,,
528,fly2,fly3,4919,4932,14,,
1760,fly6,fly10,4927,4952,26,,
1706,fly6,fly5,4928,4942,15,,
304,fly3,fly2,4929,4953,25,,
1722,fly6,fly8,4932,4950,19,,
2742,fly8,fly6,4935,5017,83,,
2606,fly5,fly10,4941,5018,78,,
1408,fly1,fly5,4948,5021,74,,
3015,fly10,fly6,4951,5045,95,,
2487,fly5,fly1,4952,5023,72,,
1426,fly1,fly10,4963,5026,64,,
305,fly3,fly2,4964,5135,172,,
529,fly2,fly3,4968,4989,22,,
3100,fly10,fly8,4975,5010,36,,
1364,fly1,fly6,4992,5071,80,,
1063,fly12,fly9,4993,5006,14,,
2581,fly5,fly8,5009,5024,16,,
1723,fly6,fly8,5018,5039,22,,
3101,fly10,fly8,5018,5033,16,,
2987,fly10,fly1,5020,5033,14,,
1615,fly6,fly1,5023,5036,14,,
1958,fly4,fly7,5024,5039,16,,
2282,fly7,fly4,5025,5040,16,,
3016,fly10,fly6,5055,5073,19,,
1427,fly1,fly10,5061,5096,36,,
530,fly2,fly3,5079,5179,101,,
2988,fly10,fly1,5106,5129,24,,
1064,fly12,fly9,5130,5151,22,,
95,fly9,fly12,5140,5155,16,,
1428,fly1,fly10,5141,5165,25,,
2582,fly5,fly8,5146,5180,35,,
2989,fly10,fly1,5166,5189,24,,
583,fly2,fly12,5186,5212,27,,
2851,fly8,fly10,5188,5326,139,,
2607,fly5,fly10,5210,5291,82,,
38,fly9,fly2,5225,5256,32,,
2832,fly8,fly5,5250,5301,52,,
1865,fly4,fly11,5253,5269,17,,
1082,fly12,fly3,5260,5292,33,,
344,fly3,fly12,5261,5277,17,,
2801,fly8,fly7,5272,5304,33,,
2558,fly5,fly7,5292,5392,101,,
2340,fly7,fly8,5302,5374,73,,
931,fly11,fly4,5311,5331,21,,
584,fly2,fly12,5326,5348,23,,
1110,fly12,fly2,5337,5353,17,,
2852,fly8,fly10,5344,5425,82,,
345,fly3,fly12,5348,5362,15,,
932,fly11,fly4,5366,5393,28,,
2511,fly5,fly6,5382,5403,22,,
1154,fly12,fly1,5391,5405,15,,
2248,fly7,fly6,5403,5426,24,,
1984,fly4,fly5,5407,5464,58,,
2527,fly5,fly4,5408,5464,57,,
2315,fly7,fly5,5411,5438,28,,
1111,fly12,fly2,5414,5448,35,,
2283,fly7,fly4,5433,5448,16,,
11,fly9,fly3,5455,5482,28,,
267,fly3,fly9,5456,5488,33,,
2316,fly7,fly5,5459,5479,21,,
2559,fly5,fly7,5473,5495,23,,
1353,fly1,fly12,5476,5647,172,,
2452,fly5,fly11,5477,5498,22,,
1640,fly6,fly4,5483,5506,24,,
1928,fly4,fly6,5483,6026,544,,
12,fly9,fly3,5491,5541,51,,
2172,fly7,fly11,5495,5510,16,,
2317,fly7,fly5,5501,5543,43,,
2912,fly10,fly2,5506,5538,33,,
2853,fly8,fly10,5521,5571,51,,
2013,fly4,fly8,5525,6114,590,,
268,fly3,fly9,5534,5549,16,,
2036,fly4,fly10,5542,5683,142,,
13,fly9,fly3,5561,5580,20,,
2318,fly7,fly5,5576,5598,23,,
3102,fly10,fly8,5577,5629,53,,
3048,fly10,fly4,5578,5638,61,,
3017,fly10,fly6,5585,5629,45,,
1761,fly6,fly10,5609,5690,82,,
1354,fly1,fly12,5651,5737,87,,
2775,fly8,fly4,5681,6114,434,,
1762,fly6,fly10,5693,5706,14,,
3018,fly10,fly6,5717,5963,247,,
1355,fly1,fly12,5763,5814,52,,
2453,fly5,fly11,5771,5792,22,,
994,fly11,fly5,5806,5852,47,,
585,fly2,fly12,5808,5845,38,,
1155,fly12,fly1,5822,5844,23,,
1112,fly12,fly2,5829,5955,127,,
603,fly2,fly1,5847,5862,16,,
995,fly11,fly5,5857,5879,23,,
2454,fly5,fly11,5862,5878,17,,
3103,fly10,fly8,5865,5962,98,,
2696,fly8,fly12,5871,6144,274,,
2037,fly4,fly10,5873,5888,16,,
1888,fly4,fly12,5875,5934,60,,
3049,fly10,fly4,5884,5939,56,,
2173,fly7,fly11,5884,5979,96,,
2038,fly4,fly10,5893,5973,81,,
14,fly9,fly3,5926,5955,30,,
2654,fly8,fly2,5928,5970,43,,
2455,fly5,fly11,5933,5979,47,,
2560,fly5,fly7,5937,5990,54,,
1889,fly4,fly12,5953,6284,332,,
3092,fly10,fly5,5963,5982,20,,
2913,fly10,fly2,5973,5992,20,,
765,fly2,fly10,5976,6061,86,,
2039,fly4,fly10,5977,5994,18,,
2174,fly7,fly11,5985,6027,43,,
2456,fly5,fly11,5985,6020,36,,
2319,fly7,fly5,5989,6031,43,,
3104,fly10,fly8,5993,6028,36,,
3050,fly10,fly4,5997,6010,14,,
726,fly2,fly5,5998,6050,53,,
961,fly11,fly7,6001,6019,19,,
1707,fly6,fly5,6003,6038,36,,
2131,fly7,fly2,6004,6018,15,,
3019,fly10,fly6,6015,6035,21,,
1763,fly6,fly10,6020,6035,16,,
1201,fly12,fly4,6026,6285,260,,
3068,fly10,fly7,6029,6056,28,,
3093,fly10,fly5,6029,6068,40,,
2249,fly7,fly6,6031,6044,14,,
2947,fly10,fly11,6032,6048,17,,
1037,fly11,fly10,6034,6047,14,,
2561,fly5,fly7,6034,6075,42,,
962,fly11,fly7,6034,6077,44,,
996,fly11,fly5,6034,6048,15,,
2457,fly5,fly11,6037,6063,27,,
1666,fly6,fly7,6037,6075,39,,
2175,fly7,fly11,6038,6076,39,,
895,fly11,fly6,6048,6135,88,,
2250,fly7,fly6,6059,6075,17,,
269,fly3,fly9,6064,6114,51,,
2320,fly7,fly5,6079,6119,41,,
1009,fly11,fly8,6087,6136,50,,
2369,fly7,fly10,6106,6169,64,,
306,fly3,fly2,6108,6181,74,,
531,fly2,fly3,6109,6161,53,,
1866,fly4,fly11,6118,6151,34,,
2669,fly8,fly11,6128,6177,50,,
858,fly11,fly12,6131,6192,62,,
15,fly9,fly3,6149,6164,16,,
2914,fly10,fly2,6161,6181,21,,
270,fly3,fly9,6166,6188,23,,
2877,fly10,fly9,6171,6191,21,,
532,fly2,fly3,6171,6227,57,,
2895,fly10,fly3,6172,6192,21,,
493,fly3,fly10,6172,6185,14,,
2370,fly7,fly10,6172,6207,36,,
1544,fly6,fly11,6180,6198,19,,
2132,fly7,fly2,6181,6210,30,,
896,fly11,fly6,6186,6204,19,,
1010,fly11,fly8,6194,6210,17,,
2896,fly10,fly3,6195,6213,19,,
2915,fly10,fly2,6196,6243,48,,
1580,fly6,fly12,6199,6213,15,,
2670,fly8,fly11,6203,6218,16,,
3069,fly10,fly7,6206,6294,89,,
2743,fly8,fly6,6207,6220,14,,
2101,fly7,fly3,6208,6288,81,,
1724,fly6,fly8,6212,6228,17,,
2697,fly8,fly12,6220,6235,16,,
897,fly11,fly6,6225,6243,19,,
1011,fly11,fly8,6232,6347,116,,
2744,fly8,fly6,6239,6252,14,,
1725,fly6,fly8,6244,6280,37,,
444,fly3,fly7,6253,6294,42,,
898,fly11,fly6,6275,6315,41,,
1581,fly6,fly12,6281,6328,48,,
1545,fly6,fly11,6281,6341,61,,
2897,fly10,fly3,6284,6372,89,,
494,fly3,fly10,6284,6314,31,,
505,fly2,fly9,6284,6310,27,,
1135,fly12,fly11,6285,6333,49,,
859,fly11,fly12,6293,6347,55,,
1175,fly12,fly6,6293,6347,55,,
39,fly9,fly2,6310,6328,19,,
445,fly3,fly7,6321,6406,86,,
1265,fly12,fly8,6329,6365,37,,
727,fly2,fly5,6337,6559,223,,
3070,fly10,fly7,6340,6364,25,,
1726,fly6,fly8,6372,6417,46,,
899,fly11,fly6,6374,6423,50,,
1582,fly6,fly12,6379,6423,45,,
2371,fly7,fly10,6381,6399,19,,
2898,fly10,fly3,6381,6406,26,,
2745,fly8,fly6,6382,6406,25,,
1546,fly6,fly11,6405,6433,29,,
1136,fly12,fly11,6405,6424,20,,
1012,fly11,fly8,6411,6428,18,,
1176,fly12,fly6,6413,6433,21,,
860,fly11,fly12,6413,6432,20,,
2899,fly10,fly3,6420,6438,19,,
1266,fly12,fly8,6420,6438,19,,
2698,fly8,fly12,6422,6439,18,,
2671,fly8,fly11,6428,6446,19,,
2746,fly8,fly6,6435,6521,87,,
2102,fly7,fly3,6440,6463,24,,
2900,fly10,fly3,6446,6498,53,,
2672,fly8,fly11,6448,6462,15,,
2372,fly7,fly10,6452,6471,20,,
2673,fly8,fly11,6464,6477,14,,
1547,fly6,fly11,6469,6510,42,,
1583,fly6,fly12,6469,6491,23,,
900,fly11,fly6,6488,6546,59,,
1013,fly11,fly8,6498,6551,54,,
1177,fly12,fly6,6513,6558,46,,
1267,fly12,fly8,6513,6565,53,,
1137,fly12,fly11,6513,6546,34,,
861,fly11,fly12,6519,6564,46,,
3071,fly10,fly7,6520,6537,18,,
2373,fly7,fly10,6531,6548,18,,
40,fly9,fly2,6545,6564,20,,
1727,fly6,fly8,6551,6650,100,,
2699,fly8,fly12,6553,6595,43,,
1584,fly6,fly12,6559,6624,66,,
1817,fly4,fly3,6564,6607,44,,
901,fly11,fly6,6565,6594,30,,
2674,fly8,fly11,6569,6610,42,,
41,fly9,fly2,6575,6594,20,,
728,fly2,fly5,6581,6676,96,,
1548,fly6,fly11,6586,6603,18,,
2747,fly8,fly6,6589,6610,22,,
2429,fly5,fly2,6599,6621,23,,
208,fly9,fly5,6607,6630,24,,
902,fly11,fly6,6611,6644,34,,
1014,fly11,fly8,6611,6643,33,,
2700,fly8,fly12,6611,6645,35,,
1178,fly12,fly6,6611,6630,20,,
1818,fly4,fly3,6614,6629,16,,
2748,fly8,fly6,6654,6724,71,,
2430,fly5,fly2,6654,6677,24,,
2675,fly8,fly11,6658,6674,17,,
903,fly11,fly6,6661,6687,27,,
1015,fly11,fly8,6662,6703,42,,
1255,fly12,fly5,6673,6698,26,,
2477,fly5,fly12,6695,6722,28,,
559,fly2,fly11,6696,6713,18,,
2833,fly8,fly5,6696,6714,19,,
1708,fly6,fly5,6700,6719,20,,
2701,fly8,fly12,6706,6731,26,,
2512,fly5,fly6,6711,6771,61,,
1585,fly6,fly12,6715,7007,293,,
1268,fly12,fly8,6717,7033,317,,
1728,fly6,fly8,6721,6735,15,,
2284,fly7,fly4,6736,6764,29,,
1959,fly4,fly7,6736,6764,29,,
1409,fly1,fly5,6737,6776,40,,
2488,fly5,fly1,6752,6868,117,,
1365,fly1,fly6,6756,6780,25,,
1729,fly6,fly8,6760,6831,72,,
1366,fly1,fly6,6807,7022,216,,
2014,fly4,fly8,6838,6914,77,,
1929,fly4,fly6,6841,6972,132,,
1641,fly6,fly4,6841,7017,177,,
1890,fly4,fly12,6842,7075,234,,
1202,fly12,fly4,6842,7051,210,,
1730,fly6,fly8,6848,6921,74,,
2321,fly7,fly5,6855,6873,19,,
2322,fly7,fly5,6883,6917,35,,
2776,fly8,fly4,6931,6963,33,,
2015,fly4,fly8,6937,6963,27,,
2702,fly8,fly12,6939,7064,126,,
560,fly2,fly11,6947,7042,96,,
1930,fly4,fly6,6976,7003,28,,
2218,fly7,fly1,7001,7022,22,,
1667,fly6,fly7,7004,7039,36,,
1931,fly4,fly6,7005,7089,85,,
2777,fly8,fly4,7006,7081,76,,
2016,fly4,fly8,7006,7034,29,,
1228,fly12,fly7,7008,7051,44,,
1616,fly6,fly1,7012,7029,18,,
1179,fly12,fly6,7020,7075,56,,
2749,fly8,fly6,7037,7050,14,,
2285,fly7,fly4,7049,7081,33,,
2341,fly7,fly8,7051,7102,52,,
464,fly3,fly5,7052,7068,17,,
1203,fly12,fly4,7053,7104,52,,
2802,fly8,fly7,7057,7102,46,,
42,fly9,fly2,7061,7075,15,,
43,fly9,fly2,7083,7100,18,,
1269,fly12,fly8,7086,7102,17,,
2778,fly8,fly4,7096,7120,25,,
2017,fly4,fly8,7103,7140,38,,
1180,fly12,fly6,7104,7155,52,,
836,fly11,fly2,7116,7136,21,,
963,fly11,fly7,7119,7175,57,,
2703,fly8,fly12,7122,7156,35,,
2750,fly8,fly6,7126,7173,48,,
1867,fly4,fly11,7135,7162,28,,
933,fly11,fly4,7139,7185,47,,
2018,fly4,fly8,7143,7165,23,,
1270,fly12,fly8,7144,7223,80,,
2065,fly7,fly9,7147,7186,40,,
789,fly11,fly9,7147,7173,27,,
44,fly9,fly2,7147,7163,17,,
1960,fly4,fly7,7149,7175,27,,
2286,fly7,fly4,7155,7186,32,,
1138,fly12,fly11,7155,7189,35,,
1891,fly4,fly12,7156,7190,35,,
1229,fly12,fly7,7160,7222,63,,
1204,fly12,fly4,7160,7193,34,,
1793,fly4,fly9,7167,7190,24,,
506,fly2,fly9,7169,7184,16,,
2676,fly8,fly11,7174,7191,18,,
2133,fly7,fly2,7181,7203,23,,
2176,fly7,fly11,7185,7211,27,,
1016,fly11,fly8,7191,7257,67,,
2342,fly7,fly8,7197,7252,56,,
964,fly11,fly7,7203,7217,15,,
155,fly9,fly4,7206,7222,17,,
2704,fly8,fly12,7211,7453,243,,
1794,fly4,fly9,7216,7245,30,,
965,fly11,fly7,7219,7240,22,,
1868,fly4,fly11,7219,7239,21,,
1181,fly12,fly6,7225,7712,488,,
156,fly9,fly4,7226,7241,16,,
2177,fly7,fly11,7232,7267,36,,
71,fly9,fly11,7242,7257,16,,
2066,fly7,fly9,7266,7291,26,,
1017,fly11,fly8,7279,7332,54,,
